,revmodid,revmodcode,organization,english_translation,popular_alternative_name_or_acronym_most_recent,born,died,dead,age,duration,outcome_goal,adversary,achieve,partialsuccess,completesuccess,orderedsuccess,polcommand,nopolorgplus01,polorgplus,leader_s,leadershipdecapitation,killed,arrested,executed,separate,overthrow_takeover,empire,counterrev,reform,eliminate_expel,nsd,islamist,leftist,right,anarchist,identity_group_representation,excludedconstituentsatinception,size_year_one,size_peak,hegemonic,unifiedfront,area_of_operation,adversary.1,violent,nv,mixedapproach,as,ks,lethal,demonl,demonc,turnedviolent,ties,tiefights,sponsors,sponsorfights,west,latinamerica,mideastnafrica,africa,centraleurasia,southasia,seasia,eastasia,state,polity_year_one,polity_peak,dem_year_one,dem,autocracy,gdp_year_one,gdp,transition_to_democratic_party_politics,transitioned_from_organized_crime_to_resistance,transitioned_to_organized_crime,drugtrade,terrorism,foughtincivilwar,enteredpostcoldwar,lost_state_sponsorship,safe_haven,participates_in_negotiations,sas,sa,splinter_organization,ethnic,religious_sectarian,national,ideological,apocalyptic,fights_foreign_force
424,426,426PJ,Cedar Revolution [bloc: March 14th Alliance; Progressive Socialist Party],Cedar Revolution [bloc: March 14th Alliance; Progressive Socialist Party],,2005,2005,1,0.2,0,END SYRIA'S OCCUPATION OF LEBANON,SYRIA,12,1,0,1,14,0,1,"SA'AD HARIRI, AMIN GEMAYEL, SAMIR GEAGEA, MICHEL AOUN, CARLOS EDDÉ, NASSIB LAHOUD, DORY CHAMOUN",0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,Pro-Democracy Lebanese,1.0,750000.0,750000.0,1,1,LEBANON,Syria,0,1,0,0,0,0.0,9.0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,1589.0,1.0,0,0,0.0,0,1,1,,0,0,0,0,0,0,0,0,1,0,0
425,427,427PK,Free Öcalan Movement,Free Öcalan Movement,,2012,2012,1,0.2,0,GAIN THE RELEASE OF ÖCALAN,TURKEY,0,0,0,0,2,1,0,MURAT KARAYILAN,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,Kurds,1.0,1000.0,1000.0,0,0,TURKEY,Turkey,0,1,0,0,0,0.0,4.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,17.0,17,1,1.0,0.0,,10653.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0
426,428,428PL,anti-Karamanlis movement/Centre Union,anti-Karamanlis movement/Centre Union,,1963,1963,1,0.5,0,OUST KARAMANLIS FROM POWER,GREECE,20,1,1,2,16,0,1,GEORGIOS PAPANDREOU,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Karamanlis Greeks,0.0,500000.0,500000.0,1,0,GREECE,Greece,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,14.0,14,0,0.0,1.0,,3841.0,0.0,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
427,429,429PM,anti-Regime of the Colonels movement [bloc: students; Panhellenic Liberation Movement (PAK); Democratic Defense; Socialist Democratic Union; Kommounistikó Kómma Elládas (KKE)]/Nea Demokratia (precursor),New Democracy (precursor),,1968,1974,1,6.0,6,REPLACE JUNTA WITH DEMOCRATIC STATE,GREECE,20,1,1,2,12,0,1,"ALEXANDROS PANAGOULIS, ANDREAS PAPANDREOU, KAROLOS PAPOULIAS, KONSTANTINOS KARAMANLIS",1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Greeks,1.0,500.0,2500.0,1,1,GREECE,Greece,0,0,1,1,0,0.0,5.0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,7350.0,0.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
428,430,430PN,Anti-Austerity Movement,Anti-Austerity Movement,,2011,2011,1,0.5,0,PREVENT THE ENACTMENT OF AUSTERITY MEASURES,GREECE,0,0,0,0,2,1,0,ALEXIS TSIPRAS,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,Anti-Austerity Greeks,0.0,200000.0,200000.0,0,0,GREECE,Greece,0,1,0,0,0,0.0,7.0,5,3,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,26072.0,1.0,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
429,431,431PO,al-Qaeda,The Base,AQ,1988,0,0,26.0,26,REESTABLISH THE ISLAMIC CALIPHATE,"U.S./THE WEST, SAUDI ARABIA, KARZAI GOVT",4,0,0,0,2,1,0,"USAMA BIN LADEN, AYMAN AL-ZAWAHIRI",1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,50.0,1000.0,1,0,GLOBAL,U.S./the West; Saudi Arabia; Karzai govt,1,0,0,175,3351,19.14857,0.0,0,0,48,1,2,1,0,0,1,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,48112.0,0.0,0,1,1.0,1,0,1,1.0,2,0,60,1,0,0,1,0,0,1,1
430,432,432PP,Militant Autonomen Front (MAF),Militant Autonomist Front,MAF,1982,1982,1,0.6,0,ELIMINATE PROPERTY IN THE NETHERLANDS,NETHERLANDS,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,Pro-Squatter Dutch,1.0,10.0,10.0,0,0,NETHERLANDS,Netherlands,1,0,0,3,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,20,1,1.0,0.0,,10976.0,0.0,0,0,0.0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0
431,433,433PQ,Danmarks Frihedsråd [umbrella: Free Denmark; communists; the Ring; Danish Unity Party],Danish Freedom Council,,1943,1945,1,2.0,2,EXPEL NAZIS FROM DENMARK,GERMANY,12,1,0,1,0,1,0,"MOGENS FOG, ARNE SØRENSEN, FRODE JAKOBSEN, ERLING FOSS, AAGE SCHOCK, BØRGE HOUMANN",1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Anti-Nazi Danish,1.0,100000.0,100000.0,1,0,DENMARK,Germany,0,0,1,20,0,0.0,11.0,8,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,5543.0,,0,0,0.0,0,0,0,,1,0,0,0,0,0,0,0,1,0,0
432,434,434PR,Hungarian anti-Soviet student movement ,Hungarian anti-Soviet student movement ,,1956,1956,1,0.9,0,DEMOCRATIZE HUNGARY,"U.S.S.R., HUNGARY",0,0,0,0,4,1,0,"IMRE NAGY, PÁL MALÉTER",1.0,0.0,0.0,1.0,1,0,0,0,0,0,1,0,0,0,0,Pro-Democracy Hungarians,1.0,30000.0,30000.0,1,1,HUNGARY,U.S.S.R.; Hungary,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,3566.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1
433,435,435PS,Hungarian pro-democracy movement [bloc: Fidesz; Hungarian Democratic Forum; Christian Democratic People's Party],Hungarian pro-democracy movement [bloc: Fidesz; Hungarian Democratic Forum; Christian Democratic People's Party],,1989,1989,1,0.6,0,DEMOCRATIZE HUNGARY,HUNGARY,20,1,1,2,16,1,0,ZOLTÁN BÍRÓ,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Pro-Democracy Hungarians,1.0,350000.0,350000.0,1,1,HUNGARY,Hungary,0,1,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,10.0,10,0,0.0,1.0,,2783.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
434,436,436PT,Prague Spring/Czechoslovakian anti-Soviet student movement ,Prague Spring/Czechoslovakian anti-Soviet student movement ,,1968,1969,1,1.0,1,PREVENT SOVIETIZATION OF CZECHOSLOVAKIA ,U.S.S.R.,0,0,0,0,0,1,0,ALEXANDER DUBCEK,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Anti-Soviet Czechoslavakians,0.0,1000000.0,1000000.0,1,1,CZECHOSLOVAKIA,U.S.S.R.,0,1,0,0,0,0.0,4.0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,5202.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1
435,437,437PU,Socialist Union of Youth/Civic Forum/Velvet Revolution/Gentle Revolution,Socialist Union of Youth/Civic Forum/Velvet Revolution/Gentle Revolution,,1989,1991,1,2.0,1,DEMOCRATIZE CZECHOSLOVAKIA,CZECHOSLOVAKIA,20,1,1,2,20,0,1,"VACLAV HAVEL, ALEXANDER DUBCEK",0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Pro-Democracy Czechoslavakians,1.0,1000000.0,1000000.0,1,1,CZECHOSLOVAKIA,Czechoslovakia,0,1,0,0,0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4.0,4,0,0.0,1.0,,1852.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
436,438,438PV,Public Against Violence,Public Against Violence,,1989,1992,1,3.0,1,DEMOCRATIZE CZECHOSLOVAKIA; ESTABLISH INDEPENDENT AND DEMOCRATIC SLOVAKIAN STATE,CZECH COMMUNIST GOVERNMENT,20,1,1,2,18,0,1,"MILAN KNAZKO, JÁN BUDAJ, FEDOR GÁL",0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Pro-Democracy Czechoslavakians,1.0,500000.0,500000.0,1,0,SLOVAKIA,Czech communist government,0,1,0,0,0,0.0,6.0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3.0,4,0,0.0,1.0,,2690.0,,0,0,0.0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0
437,439,439PW,Kyrgyzstan Democratic Movement,Kyrgyzstan Democratic Movement,,1989,1989,1,0.9,0,ESTABLISH INDEPENDENT KYRGYZSTAN,KYRGYZSTAN,20,1,1,2,20,0,1,JYPAR JEKSHEEV,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,Kyrgyzstanis,1.0,20000.0,20000.0,0,0,KYRGYZSTAN,Kyrgyzstan,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3,0,0.0,1.0,,550.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0
438,440,440PX,Tulip Revolution,Tulip Revolution,,2005,2005,1,0.1,0,OVERTHROW AKAYEV REGIME,KYRGYZSTAN,20,1,1,2,14,0,1,"KURMANBEK BAKIYEV, ROZA OTUNBAYEVA",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Akayev Kyrgyzstanis,1.0,20000.0,20000.0,1,0,KYRGYZSTAN,Kyrgyzstan,0,0,1,10,10,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7.0,7,0,0.0,1.0,,476.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
439,441,441PY,anti-Ceausescu movement/Frontul Salvarii Nationale/Partidul Democrat,National Salvation Front/Democratic Party,,1987,2007,1,20.0,3,REPLACE REGIME WITH DEMOCRATIC GOVERNMENT,ROMANIA,20,1,1,2,14,0,1,"ION ILLIESCU, PETRE ROMAN",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,Pro-Democracy Romanians,1.0,100000.0,100000.0,1,1,ROMANIA,Romania,0,0,1,100,550,5.5,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2.0,2,0,0.0,1.0,,1790.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
440,442,442PZ,Tehrik-e Taliban/Mehsud Organization,Students Movement,Pakistani Taliban,2006,0,0,8.0,8,REPLACE PAKISTAN REGIME WITH SHARI'A STATE,"PAKISTAN, NATO, LASHKAR-E ISLAM",6,0,0,0,4,1,0,"BAITULLAH MEHSUD, HAKIMULLAH MEHSUD, MAULANA FAZLULLAH",1.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Pashtuns,1.0,10000.0,50000.0,1,0,PAKISTAN,Pakistan; NATO; Lashkar-e Islam,1,0,0,442,3738,8.457013,0.0,0,0,18,1,0,0,0,0,0,0,0,1,0,0,1,5.0,17,0,1.0,0.0,,1275.0,0.0,0,1,1.0,1,1,1,0.0,0,0,293,1,0,0,1,0,0,0,0
441,443,443QA,Volksaufstand in Der DDR/construction workers,Volksaufstand in Der DDR/construction workers,,1953,1953,1,0.9,0,OVERTHROW COMMUNIST REGIME,EAST GERMANY,0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Anti-Communist East Germans,1.0,40000.0,400000.0,1,1,EAST GERMANY,East Germany,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,2,0,0.0,1.0,,,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
442,444,444QB,al-Jihad al-Islami al-Masri/Tanzim al-Jihad,Egyptian Islamic Jihad (EIJ),EIJ,1980,2001,1,21.0,21,ESTABLISH ISLAMIC STATE IN EGYPT,"EGYPT, THE WEST",0,0,0,0,0,1,0,"SAYYED IMAM AL-SHARIF, MUHAMMAD ABD-AL SALAM FARAQ, AYMAN AL-ZAWAHIRI  ",1.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,Islamist Egyptians,1.0,100.0,3000.0,1,0,GLOBAL,Egypt; the West,1,0,0,62,77,1.241935,0.0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,1,4.0,4,0,0.0,1.0,,1476.0,0.0,0,0,0.0,1,0,1,1.0,1,0,5,1,1,0,1,0,0,0,0
443,445,445QC,Poznań June,Poznań June,,1956,1956,1,0.4,0,INSTITUTE ECONOMIC REFORMS,POLAND,0,0,0,0,0,1,0,KAROL MODZELEWSKI,,,,,0,0,0,0,1,0,0,0,0,0,0,Anti-Regime Poles,1.0,100000.0,100000.0,1,1,POLAND,Poland,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,2864.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
444,446,446QD,Polish anti-Soviet student movement ,Polish anti-Soviet student movement ,,1968,1970,1,2.0,2,INSTITUTE DEMOCRATIC REFORMS,POLAND,0,0,0,0,2,1,0,ADAM MICHNIK,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Pro-Democracy Poles,1.0,20000.0,20000.0,1,1,POLAND,Poland,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,4428.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
445,447,447QE,Solidarity Movement/Independent Party,Solidarity Movement/Independent Party,,1980,1989,1,9.0,9,REPLACE REGIME WITH DEMOCRATIC STATE,POLAND,20,1,1,2,20,0,1,"LECH WALESA, TADEUSZ MAZOWIECKI",1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Pro-Democracy Poles,1.0,900000.0,900000.0,1,1,POLAND,Poland,0,0,1,0,0,0.0,23.0,15,1,0,0,3,0,1,0,0,0,0,0,0,0,1,3.0,4,0,0.0,1.0,,2166.0,,0,0,0.0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0
446,448,448QF,Rose Revolution/United National Movement (UNM),Rose Revolution/United National Movement (UNM),UNM,2003,2003,1,0.1,0,OUST SHEVARDNADZE FROM POWER,GEORGIA,20,1,1,2,18,0,1,"MIKHEIL SAAKASHVILI, NINO BURJANADZE",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,Anti-Shevardnadze Georgians,1.0,30000.0,30000.0,1,0,GEORGIA,Georgia,0,1,0,0,0,0.0,7.0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,15.0,15,0,0.0,1.0,,922.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
447,449,449QG,Sajūdis/Lietuvos Persitvarkymo Sąjūdis,Movement/Reform Movement of Lithuania,,1988,1992,1,4.0,2,ESTABLISH INDEPENDENT LITHUANIAN STATE,U.S.S.R.,20,1,1,2,18,0,1,VITAUTAS LANDSBERGIS,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Pro-Democracy Lithuanians,1.0,250000.0,250000.0,1,0,LITHUANIA,U.S.S.R.,0,1,0,0,0,0.0,3.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3.0,10,0,0.0,1.0,,6894.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,1
448,450,450QH,Democratic Russia Movement (DRM),Democratic Russia Movement (DRM),DRM,1990,1995,1,5.0,1,ESTABLISH A DEMOCRATIC STATE IN RUSSIA,PRO-COUP RUSSIANS,20,1,1,2,16,0,1,"MIKHAIL ASTAFYEV, GAVRIIL POPOV",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Russians,1.0,250.0,300000.0,1,0,RUSSIA,pro-coup Russians,0,1,0,0,0,0.0,3.0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,5.0,10,0,0.0,1.0,,3485.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
449,451,451QI,Jewish Armed Resistance (JAR)/Jewish Armed Resistance Strike Group,Jewish Armed Resistance (JAR)/Jewish Armed Resistance Strike Group,JAR,1971,1995,1,24.0,24,FREE JEWS FROM SOVIET UNION; COUNTER THE PLO,"SOVIET UNION, PLO",0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,Jews,1.0,10.0,10.0,0,0,"U.S., CANADA, ITALY",Soviet Union; PLO,1,0,0,20,2,0.1,0.0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3.0,7,0,0.0,1.0,,7112.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,1,0,1,0,0,0,1
450,452,452QJ,Days of Barricades/Latvian anti-Soviet movement [bloc: Helsinki '86; Citizens' Movement; Citizens' Congress; Latvian People's Front; Latvian National Independence Movement; Supreme Council],Days of Barricades/Latvian anti-Soviet movement [bloc: Helsinki '86; Citizens' Movement; Citizens' Congress; Latvian People's Front; Latvian National Independence Movement; Supreme Council],,1986,1991,1,5.0,5,ESTABLISH INDEPENDENT LATVIAN STATE,U.S.S.R.,20,1,1,2,18,0,1,"KONSTANTINS PUPURS, LINARDS GRANTIŅŠ, RAIMONDS BITENIEKS, MARTINS BARISS",1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Pro-Democracy Latvians,1.0,250000.0,500000.0,1,1,LATVIA,U.S.S.R.,0,0,1,0,0,0.0,8.0,8,2,1,0,1,0,0,0,0,0,1,0,0,0,1,3.0,10,0,0.0,1.0,,6894.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1
451,453,453QK,Orange Revolution/Nasha Ukrayina/Pora/anti-Kuchma movement/Ukrayina bez Kuchmy movement [bloc: opposition parties; Ukrainian Socialist Party; Ukrainian National Assembly-Ukrainian National Self-Defense; Ukrainian Communist Party],Orange Revolution/Nasha Ukrayina/Pora/anti-Kuchma movement/Ukrayina bez Kuchmy movement [bloc: opposition parties; Ukrainian Socialist Party; Ukrainian National Assembly-Ukrainian National Self-Defense; Ukrainian Communist Party],,2000,2004,1,4.0,4,DEMOCRATIZE UKRAINE,UKRAINE,10,1,0,1,12,0,1,"VIKTOR YUSHCHENKO, YULIA TYMOSHENKO",0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Pro-Democracy Ukrainians,1.0,5000.0,500000.0,1,1,UKRAINE,Ukraine,0,0,1,0,0,0.0,13.0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,1,16.0,16,1,1.0,1.0,,1367.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
452,454,454QL,anti-government movement,anti-government movement,,1989,1989,1,0.9,0,ESTABLISH INDEPENDENT BELARUSIAN STATE,BELARUS,0,0,0,0,0,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Anti-Soviet Belarusians,1.0,100000.0,100000.0,1,0,BELARUS,Belarus,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3,0,0.0,1.0,,1650.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
453,455,455QM,Jeans Revolution,Jeans Revolution,,2006,2006,1,0.9,0,REMOVE LUKASHENKO FROM OFFICE,BELARUS,0,0,0,0,0,1,0,"ALAKSANDAR KOZULIN, ALAKSANDAR MILINKIEVIČ",1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,Anti-Lukashenko Belarusians,1.0,40000.0,40000.0,1,1,BELARUS,Belarus,0,1,0,0,0,0.0,4.0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,3,0,0.0,1.0,,3849.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
454,456,456QN,anti-government movement,anti-government movement,,1989,1989,1,0.9,0,REPLACE REGIME WITH DEMOCRATIC STATE ,ALBANIA,10,1,0,1,2,1,0,COMMITTEE,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Pro-Democracy Albanians,1.0,50000.0,50000.0,1,1,ALBANIA,Albania,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,0.0,1.0,,686.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
455,457,457QO,Cuban democracy movement/Assembly to Promote the Civil Society/Movimiento Alternativa Republicana/Consejo Nacional de Resistencia Cívica,Cuban democracy movement/Assembly to Promote the Civil Society/Movimiento Alternativa Republicana/Consejo Nacional de Resistencia Cívica,,1998,0,0,16.0,16,REPLACE CASTRO REGIME WITH DEMOCRATIC STATE,CUBA,2,0,0,0,2,1,0,"MARTA BEATRIZ ROQUE CABELLO, GUILLERMO FARIÑAS, ORLANDO ZAPATA TAMAYO",1.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,Pro-Democracy Cubans,1.0,1000.0,1000.0,1,1,CUBA,Cuba,0,1,0,0,0,0.0,4.0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,6051.0,,0,0,0.0,0,0,1,,1,0,0,0,0,0,0,0,1,0,0
456,458,458QP,Committee for the Defense of Human Rights/Democratic Opposition of Slovenia (DEMOS),Committee for the Defense of Human Rights/Democratic Opposition of Slovenia (DEMOS),DEMOS,1988,1992,1,4.0,2,INSTITUTE DEMOCRATIC ELECTIONS,SLOVENIA,20,1,1,2,20,0,1,"JANEZ JANSA, LOJZE PETERLE",1.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,Pro-Democracy Slovenians,1.0,750000.0,750000.0,1,0,SLOVENIA,Slovenia,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5,0,0.0,1.0,,8699.0,,0,0,0.0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0
457,459,459QQ,student protests,student protests,,1968,1968,1,0.9,0,INSTITUTE DEMOCRATIC REFORMS,YUGOSLAVIA,10,1,0,1,4,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,Pro-Democracy Yugoslavs,1.0,10000.0,10000.0,0,0,YUGOSLAVIA,Yugoslavia,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,3272.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
458,460,460QR,Croatian Spring,Croatian Spring,,1970,1971,1,0.9,0,INSTITUTE DEMOCRATIC AND ECONOMIC REFORMS,YUGOSLAVIA,0,0,0,0,0,1,0,SAVKA DABČEVIĆ-KUČAR,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,Pro-Democracy Croatians,1.0,5000.0,10000.0,1,1,YUGOSLAVIA,Yugoslavia,0,1,0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3.0,3,0,0.0,1.0,,4151.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
459,461,461QS,Kosovar-Albanian student movement,Kosovar-Albanian student movement,,1981,1981,1,0.9,0,ESTABLISH AUTONOMOUS KOSOVAR REGION,YUGOSLAVIA,0,0,0,0,4,1,0,NO IDENTIFIABLE LEADER,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,Kosovars,1.0,20000.0,20000.0,1,1,YUGOSLAVIA,Yugoslavia,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5.0,5,0,0.0,1.0,,6134.0,,0,0,0.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
460,462,462QT,Kosovar-Albanian independence movement,Kosovar-Albanian independence movement,,1989,1999,1,10.0,10,ESTABLISH INDEPENDENT KOSOVAR STATE; ESTABLISH AUTONOMOUS KOSOVAR REGION,YUGOSLAVIA,0,0,0,0,2,1,0,"ADEM DEMACI, IBRAHIM RUGOVA, VETON SURROI, HYDAJET HYSENI",1.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,Kosovars,1.0,10000.0,400000.0,1,0,YUGOSLAVIA,Yugoslavia,0,1,0,0,0,0.0,4.0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5.0,5,0,0.0,1.0,,2795.0,,0,0,0.0,0,1,1,,0,0,0,0,0,0,1,0,0,0,0
461,463,463QU,Haotoki Metopo Epithesis,Chaotic Attack Front,,2001,2002,1,1.0,1,TOPPLE THE INTERNATIONAL SYSTEM,"GREECE/GREEK SOCIALIST PARTY, CAPITALISM",0,0,0,0,0,1,0,LEADERLESS,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,1,Leftist Anarchists,1.0,10.0,10.0,0,0,GREECE,Greece/Greek Socialist Party; capitalism,1,0,0,2,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.0,20,1,1.0,0.0,,13292.0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0
462,464,464QV,Jamaat al-Fuqra,Community of the Impoverished,,1979,0,0,35.0,35,ESTABLISH ISLAMIST STATES IN INDIA AND THE U.S.,"INDIA, U.S.",4,0,0,0,2,1,0,SHEIKH MUBARAK ALI JILANI HASHEMI,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,Mujahedin,1.0,1000.0,3000.0,1,0,"U.S., PAKISTAN",India; U.S.,1,0,0,32,1,0.03125,0.0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,1,20.0,20,1,1.0,0.0,,53042.0,0.0,0,1,1.0,1,0,1,0.0,1,0,0,0,0,0,1,0,0,0,1
